,house_name,lat_lon,school
395,Hey Yuet House&喜悅樓,"22.37607,114.1778183",0.0661
396,Kai Wan Mansion&啟運大廈,"22.3190956,114.1669922",0.1142
397,Hilmanway Mansion&喜滿懷大廈,"22.3037987,114.1688156",0.1297
398,La Salle Court&喇沙閣,"22.3287067,114.1827621",0.0002
399,Harilela House&喜利大廈,"22.2974586,114.1719131",0.2619
400,Healey Building&喜利大廈,"22.444816600000006,114.0254822",0.1278
401,Hey Home&喜居,"22.3273315,114.1607971",0.2477
402,Heya Aqua&喜漾,"22.336998,114.1603317",0.0267
403,Ka Shun House&嘉信樓,"22.305275,114.1722412",0.0905
404,93 Pau Chung Street&喜築,"22.3208447,114.1895447",0.2516
405,Woodlands Terrace&嘉倫軒,"22.281948100000005,114.1507416",0.1513
406,Heya Crystal&喜薈,"22.339138,114.15541840000002",0.1577
407,Karin Court&嘉倫閣,"22.3183689,114.1682663",0.0421
408,Ming Fung Court&嗚鳳閣,"22.3439827,114.1968613",0.1149
409,Grand Promenade&嘉亨灣,"22.2847805,114.2246246",0.1569
410,Kar Shun Building&嘉信大廈,"22.3148479,114.187294",0.0945
411,Jade Field Garden&嘉和園,"22.3262882,114.2148285",0.001
412,Kar Shing Building&嘉城大廈,"22.442743300000004,114.0272522",0.1575
413,Ka Wo Building&嘉和大廈,"22.2487469,114.1490784",0.3934
414,Grand Excelsior&嘉多利豪園,"22.3240261,114.177887",0.3801
415,Ka Woo Building&嘉和大廈,"22.3050671,114.16996770000002",0.1684
416,Ka Ho Building&嘉好樓,"22.4433422,114.0274963",0.1264
417,Ka Wo Garden&嘉和海景別墅,"22.3691082,113.9963608",0.4701
418,Glory Heights&嘉和苑,"22.2830906,114.1411743",0.0708
419,Kai Hei Land Building&嘉喜利大廈,"22.3884792,113.9800186",0.179
420,Kellie Mansion&嘉喜大廈,"22.3465672,114.2025681",0.1949
421,Casio Mansion&嘉兆大廈,"22.2805023,114.2249756",0.1441
422,Ka Lee Building&嘉利大廈,"22.3249741,114.1667633",0.1349
423,The Grand Panorama&嘉兆臺,"22.279792800000006,114.152565",0.087
424,Gold Caryon Court&嘉利閣,"22.3298645,114.1600723",0.254
425,Kensington Green&嘉兆軒,"22.4973717,114.1381073",0.0521
426,Ka Wui Building&嘉匯大廈,"22.3288956,114.1663666",0.146
427,Ka Chuen House&嘉全樓,"22.3766003,114.1780472",0.0358
428,Carmine Court&嘉利園,"22.4416199,114.0434341",0.1348
429,Garley Building&嘉利大廈,"22.2824554,114.1526871",0.2193
430,Galloway Mansion&嘉威大廈,"22.326746,114.1671371",0.0575
431,Ka On Building&嘉安大樓,"22.3364162,114.14835359999998",0.2213
432,Ka Wai Building&嘉威大廈,"22.2922955,114.200943",0.025
433,Kar On House&嘉安苑,"22.2894173,114.1960907",0.0841
434,Cartwright Garden&嘉威花園,"22.2838078,114.1465225",0.0812
435,Grand Tower&嘉宏中心,"22.4977512,114.1426697",0.1015
436,Galway Court&嘉威閣,"22.2754974,114.1733551",0.2496
437,Ka Wai Court&嘉威閣,"22.3188496,114.1887283",0.0564
438,Ka On Building&嘉安大廈,"22.2833176,114.1275482",0.1007
439,Garfull Building&嘉富大廈,"22.3201332,114.1676025",0.1283
440,Everwin Mansion&嘉寧大廈,"22.2769642,114.1699905",0.0554
441,Ka Fu Building&嘉富大廈,"22.2833977,114.1276703",0.1157
442,Ka Ning Mansion&嘉寧大廈,"22.2472649,114.1571503",0.1792
443,Garning Court&嘉寧閣,"22.3357811,114.1604462",0.1548
444,Kar Fu Building&嘉富大廈,"22.2925301,114.2022018",0.0164
445,Ka Fu Mansion&嘉富樓,"22.3302498,114.1880341",0.1275
446,Prosperous Height&嘉富臺,"22.2824173,114.1460037",0.1238
447,Clovelly Court&嘉富麗苑,"22.2742138,114.1532288",0.2498
448,Garble Garden&嘉寶園,"22.2808647,114.1504059",0.1237
449,Kingsford Terrace&嘉峰臺,"22.3405609,114.2111511",0.3405
450,Carbo Mansion&嘉寶大廈,"22.2855968,114.1501236",0.1809
451,The Colonnade&嘉崙臺,"22.2681236,114.1895905",0.2632
452,Carlton Building&嘉寶大廈,"22.3012276,114.1733093",0.2116
453,Catalina Mansions&嘉年大廈,"22.274702100000006,114.1612396",0.1891
454,Ka Bo Building&嘉寶大廈,"22.2911053,114.19797520000002",0.0785
455,Ka Po Mansion&嘉寶大廈,"22.2887344,114.1935577",0.1782
456,Kar Po Mansion&嘉寶大廈,"22.3683376,114.1335754",0.4402
457,Ka Po House&嘉寶樓,"22.3230553,114.1664886",0.1032
458,Caravan Court&嘉年華閣,"22.2830029,114.1494827",0.0755
459,Ka Yee Court&嘉怡閣,"22.279991100000004,114.1515198",0.1557
460,Ka Keung Court&嘉強苑,"22.3415279,114.1846695",0.0512
461,TWIN PEAKS&嘉悅,"22.3046589,114.2609177",0.0145
462,Asiarich Court&嘉彩閣,"22.281702,114.1532593",0.1383
463,The Sea Crest&嘉悅半島,"22.3822575,113.9725113",0.0511
464,Ka Keng Court&嘉徑苑,"22.3642559,114.174057",0.2401
465,The Great Hill&嘉御山,"22.3791256,114.1807709",0.3039
466,Kadak Building&嘉德大廈,"22.323061,114.1707382",0.1045
467,Ka Yee Mansion&嘉怡大廈,"22.3237762,114.1657867",0.1141
468,Carrie Court&嘉景樓,"22.3189716,114.1782837",0.0522
469,Carlton Court&嘉朗豪庭,"22.3096275,114.1873627",0.1376
470,Corona Tower&嘉景臺,"22.282112100000006,114.1516953",0.2201
471,Hirams Villa&嘉林別墅,"22.3420925,114.2567749",0.1266
472,Gardenview Height&嘉景臺,"22.2747326,114.1945343",0.0978
473,Kalam Court&嘉林閣,"22.3283749,114.1862488",0.1831
474,Grandview Garden&嘉景花園,"22.3205395,114.188591",0.1651
475,Gallant Garden Mansion&嘉景花園大廈,"22.3156853,114.1750793",0.1747
476,Kar King Mansion&嘉景軒,"22.3073101,114.18367",0.242
477,Monterey Villas&嘉暉花園,"22.2830677,114.0413666",0.2488
478,Kar Hing Building&嘉慶樓,"22.3027573,114.2269821",0.3529
479,Kelvin Garden&嘉明園,"22.3278847,114.1861801",0.1749
480,Garden Heights&嘉慶苑,"22.3261566,114.1695633",0.0242
481,Ka Ming Building&嘉明大廈,"22.2825508,114.1289291",0.0064
482,Ka Sing Building&嘉成大廈,"22.3046608,114.1689453",0.1724
483,Ka Yee Building&嘉易大廈,"22.2772846,114.1741943",0.0765
484,Kar Man Court&嘉文樓,"22.2892246,114.1961517",0.0674
485,Carmens Garden&嘉文花園,"22.3053055,114.1729279",0.0634
486,Carson Mansion&嘉新大廈,"22.3011417,114.1748199",0.1185
487,Carson Mansion&嘉新大樓,"22.3727474,114.1161118",0.1163
488,Rockford Mansion&嘉柏園,"22.3430138,114.1824417",0.3149
489,Carlos Court&嘉樂園,"22.3269653,114.1837158",0.2172
490,H & S Building&嘉柏大廈,"42.5475388,-71.2785568",0.0001
491,Carolina Gardens&嘉樂園,"22.2667141,114.1672516",0.5731
492,Carprio Mansion&嘉業大廈,"22.3221302,114.1684799",0.0571
493,Gala Garden&嘉樂園,"22.2901306,114.1978683",0.0306
494,Ka Wing Building&嘉榮大廈,"22.329895,114.1656952",0.1508
495,Claymore Lodge&嘉樂居,"22.268219,114.185524",0.0262
496,Seaview Building&嘉洋大廈,"22.291399,114.195282",0.045
497,Ga Lok House&嘉樂樓,"22.3278236,114.18738559999998",0.0516
498,Kingswood Villas&嘉湖山莊,"22.457983,113.9991531",0.0686
499,Cameron House&嘉樂苑,"22.2702236,114.1679459",0.5602
500,Imperial Garden&嘉爵園,"22.3263111,114.1755676",0.1148
501,Clifton Tower&嘉樂苑,"22.3105145,114.1716385",0.0349
502,Crowfields Court&嘉樂閣,"22.3122234,114.17988590000002",0.1272
503,Cathay Garden&嘉泰大廈,"22.2677402,114.1852493",0.037
504,Agatha House&嘉泰大樓,"22.3068619,114.1702042",0.1114
505,Charming Court&嘉盛閣,"22.286644,114.1424255",0.1935
506,Cornwall Court&嘉禾大廈,"22.3197823,114.1689911",0.116
507,Carpi Villa&嘉碧峰,"22.4446182,114.0178604",0.2337
508,Grammy Centre&嘉美中心,"22.3300037,114.1578903",0.1316
509,Godfrey Centre&嘉福中心,"22.3259487,114.1634903",0.0614
510,Ka Fook Building&嘉福大廈,"22.2787094,114.226532",0.1805
511,Comfort Court&嘉福閣,"22.33041,114.187851",0.1023
512,Gar Fook Court&嘉福閣,"22.3313923,114.1868744",0.0526
513,Kar Tseuk Building&嘉爵大廈,"22.3241119,114.17057040000002",0.048
514,The Palace&嘉皇臺,"22.3377266,114.173996",0.1438
515,The Caldecott&嘉珀山,"22.3448353,114.1497192",0.1318
516,Emerald Garden&嘉瑜園,"22.2789993,114.1316986",0.2514
517,Ka Shing Court&嘉盛苑,"22.4928684,114.1338882",0.0863
518,Ka Tin Building&嘉田大廈,"22.3164883,114.1748886",0.1623
519,Ka Tin Court&嘉田苑,"22.3602104,114.1725159",0.0581
520,Carlton Mansion&嘉登大廈,"22.3248043,114.1860809",0.0417
521,Kar Fat Building&嘉發樓,"22.3286953,114.1884995",0.1296
522,Claymore Garden&嘉美花園,"22.4018764,114.1960373",0.2729
523,Carnarvon Mansion&嘉芬大廈,"22.2982197,114.1733093",0.1526
524,Beverly Court&嘉美閣,"22.2725849,114.1763306",0.0636
525,Castle Villa&嘉苑,"22.2816944,114.1508789",0.1571
526,Clifford Mansion&嘉翠園,"22.3428822,114.1827164",0.2831
527,Grampian Crest&嘉苑,"22.330101000000006,114.1862259",0.0518
528,Greenknoll Court&嘉翠園,"22.3609562,114.1362991",0.356
529,Ka Hing Building&嘉興大廈,"22.291963600000006,114.1975098",0.1778
530,Ka Hing Court&嘉興閣,"22.325243,114.1730804",0.1262
531,Greenville Gardens&嘉苑,"22.2709084,114.1777115",0.2936
532,La Costa&嘉華星濤灣,"22.4135132,114.2229691",0.3489
533,Park Rise&嘉苑,"22.2759552,114.156868",0.1206
534,Kar Wa Building&嘉華樓,"22.3032951,114.2274017",0.2824
535,Princess Court&嘉苑,"22.3192902,114.17986299999998",0.0845
536,Kar Wah Building&嘉華樓,"22.3278885,114.1668091",0.0941
537,Carnival Mansion&嘉華大廈,"22.3023872,114.1750793",0.0775
538,Carol Mansion&嘉華大廈,"22.283693300000003,114.1420517",0.1257
539,Ka Wah Building&嘉華大廈,"22.3470554,114.20280459999998",0.1685
540,Kar Wah Building&嘉華大廈,"22.395504000000006,113.97739409999998",0.0678
541,Kava Mansion&嘉華洋樓,"22.2900124,114.1973038",0.0741
542,Ka Yue Building&嘉裕樓,"22.2879486,114.14604950000002",0.2205
543,Ka Wah Court&嘉華閣,"22.3268871,114.1869659",0.1287
544,K. Y. Mansion&嘉裕閣,"22.2721653,114.1770782",0.1417
545,J Residence&嘉薈軒,"22.2762413,114.1711273",0.1754
546,Ka Fung Building&嘉豐大廈,"22.2869644,114.1489716",0.0164
547,Scala Mansion&嘉蘭大廈,"22.2909775,114.2015533",0.0441
548,Grand Court&嘉蘭閣,"22.267965300000004,114.1843643",0.0795
549,Ka Yue Building&嘉裕大廈,"22.2806396,114.2228622",0.0527
550,City Regalia&嘉裕居,"22.3288593,114.1594009",0.3842
551,88 Square&88 廣場,"22.448223100000003,114.1665192",0.171
552,Parc 22&22 居,"22.3240108,114.1895905",0.1261
553,Sam Yuen Building&三元大廈,"22.2782135,114.1749344",0.0554
554,Sheung Shui Centre&上水中心,"22.5010815,114.1297455",0.2088
555,Sam Way Mansion&三匯大廈,"22.2865162,114.1325531",0.2694
556,Sheungshui Town Center&上水名都,"22.5006313,114.1315842",0.0838
557,Sam Wo Building&三和樓,"22.3714809,114.1180649",0.1376
558,Shanghai Building&上海大廈,"22.321146,114.1679459",0.0827
559,Samtoh Building&三多大樓,"22.2867184,114.139679",0.1556
560,Sam Ying Building&三英大廈,"22.3283901,114.1666718",0.1406
561,Serenade&上林,"22.2769241,114.1953812",0.0561
562,i‧UniQ Grand&i‧UniQ譽‧東,"22.2809982,114.2234802",0.0016
563,The Pierre&No.1 加冕臺,"22.2823544,114.1514587",0.1893
564,Po Cheung Building&Po Cheung Building,"22.499122600000003,114.1424713",0.149
565,Tsut Hei Building&七喜大廈,"22.3175316,114.2161331",0.1311
566,The Java&The Java,"22.2920551,114.1996918",0.0192
567,Unio House&Unio House,"22.3685722,114.112999",0.0196
568,YOHO Town&YOHO Town,"22.4438229,114.0354538",0.2005
569,Glorydays Building&一盛大廈,"22.323349,114.16172790000002",0.1139
570,Shanghai Mansion&上海大廈,"22.3138504,114.1694336",0.1242
571,Sai On House&世安樓,"22.2834873,114.1287537",0.1574
572,Chung Nam Mansion&中南大廈,"22.2887497,114.1935654",0.1789
573,Yuccie Square&世宙,"22.4466553,114.027916",0.2265
574,Chung Nam House&中南樓,"22.2835369,114.1568375",0.0484
575,Sai Kou Building&世球大廈,"22.2779942,114.1710052",0.1154
576,World-Wide Gardens&世界花園,"22.3641758,114.1792068",0.0687
577,Century Tower&世紀大廈,"22.2732258,114.1552277",0.3948
578,Chung Ah Building&中亞大樓,"22.2869225,114.137764",0.0925
579,Chung Yuen Building&中原樓,"22.3228703,114.16088870000002",0.1467
580,Chung San House&中山樓,"22.2840118,114.1527863",0.1089
581,Chung Wo Building&中和樓,"22.3223457,114.1614456",0.082
582,Chung Sing Building&中星樓,"22.3222904,114.1601486",0.0961
583,Central Plaza&中嘉閣,"22.4491119,114.16655729999998",0.166
584,Chung Kin Building&中堅樓,"22.322841600000004,114.1605148",0.1482
585,Jones Mansion&中天樓,"22.2898598,114.1959763",0.1294
586,Central Mansion&中央大廈,"22.2845325,114.15084840000002",0.085
587,Chung Ying Building&中英樓,"22.3230438,114.1614456",0.1055
588,Tanner Court&丹桂閣,"22.290659,114.2031555",0.0625
589,Chung Hwa Building&中華大廈,"22.3202267,114.1884308",0.1371
590,Shing Loong Court&乘龍閣,"22.2808895,114.192543",0.0403
591,Trinity Towers&丰匯,"22.3289547,114.1596375",0.3647
592,Kiu Chau Building&九洲大廈,"22.3290215,114.1572647",0.1359
593,Tanner Garden&丹拿花園,"22.2902832,114.2020416",0.0992
594,Tan Kwai Villa&丹桂苑,"22.4281578,113.996254",0.3404
595,THE VERDANCY&丹桂軒,"22.430618300000006,113.9971619",0.1732
596,Chung Pak Mansion&中柏大廈,"22.3077564,114.1721268",0.0939
597,Chung Hing Mansion&中興大廈,"22.2865372,114.2110443",0.2644
598,Chung Ching Building&中正大廈,"22.3280697,114.1673203",0.1213
599,Chung Hing Building&中興樓,"22.322361,114.1607971",0.098
600,Midland Centre&中源中心,"22.2854004,114.1499634",0.1815
601,Lyndhurst Building&中環大廈,"22.2826767,114.1536407",0.2418
602,Felicity Building&中發大廈,"22.282608,114.152832",0.2351
603,Chung Mei Building&中美樓,"22.3226948,114.1614456",0.0861
604,Chung Yew Building&中耀樓,"22.3227615,114.1601944",0.144
605,Kin Fung Mansion&乾豐大廈,"22.3157902,114.2238388",0.1038
606,Kowloon Tong Mansion&九龍塘大廈,"22.3266983,114.1765671",0.0707
607,Kowloon Tong Garden&九龍塘花園,"22.3305492,114.17909240000002",0.0484
608,Ng Po House&五寶大廈,"22.3214169,114.1694107",0.024
609,Kowloon Tong Court&九龍塘閣,"22.3376942,114.1739502",0.1394
610,KOWLOON CHAMBER OF COMMERCE BUILDING&九龍總商會大廈,"22.3185043,114.1743317",0.0698
611,Kin Tye Lung Building&乾泰隆大廈,"22.2870235,114.14888",0.0397
612,Ng Cheong House&五昌樓,"22.2416172,114.154068",0.129
613,Continental Mansion&五洲大廈,"22.2898178,114.19548799999998",0.128
614,Arbuthnot House&亞畢諾大廈,"22.2799721,114.1547546",0.0559
615,New Fortune House&五福大廈,"22.2838154,114.1286545",0.1581
616,Penta House&五聯大廈,"22.3319378,114.1649094",0.189
617,Asia Mansions&亞洲大廈,"22.290535,114.1984177",0.0568
618,Asia Mansion&亞洲大樓,"22.3263226,114.1687164",0.1295
619,Rousseau Heights&亨利閣,"22.2444897,114.1573334",0.2224
620,King Po Mansion&京寶大廈,"22.3595791,114.1277237",0.0736
621,Huncliff Court&亨富閣,"22.2815723,114.12158970000002",0.2683
622,Kenwood Mansion&京華大廈,"22.3255348,114.1694336",0.1704
623,Hansen Court&亨順閣,"22.2843933,114.1419754",0.1439
624,King Wah Building&京華閣,"22.4422894,114.0253143",0.1729
625,Capital Building&京城大廈,"22.278471,114.17426299999998",0.0214
626,King Shing Court&京城閣,"22.4427185,114.0248032",0.1162
627,Kings Park Hill&京士柏山,"22.3123226,114.1747513",0.1041
628,Kingston Building&京士頓大廈,"22.2815437,114.1853943",0.263
629,King Dao Building&京都大廈,"22.2766724,114.1766205",0.0508
630,Yen Kit Building&仁傑大廈,"22.3035431,114.1688538",0.1174
631,King Tao Building&京都大樓,"22.2779331,114.1720123",0.1148
632,Yen Kwong Mansion&仁光大廈,"22.3288364,114.1574783",0.4965
633,Shining Heights&亮賢居,"22.3254929,114.1623459",0.0497
634,Yen Shing Building&仁勝大廈,"22.249437300000004,114.14804840000002",0.4062
635,Yan Wo Yuet Building&人和悅大廈,"22.2792587,114.1815796",0.0631
636,Yen Chun Mansion&仁俊大廈,"22.3123074,114.1703644",0.0772
637,Chen Hsin Mansion&仁信大廈,"22.3691025,114.1168747",0.0575
638,Yen Shun Mansion&仁信大廈,"22.2856236,114.13955690000002",0.046
639,Yen Po Court&仁寶閣,"22.2920494,114.1971741",0.1971
640,Yen King Mansion&仁景大樓,"22.3241119,114.1890259",0.0688
641,Yen Dack Building&仁德大廈,"22.2915688,114.198349",0.1381
642,Yen Che Building&仁智大廈,"22.3181667,114.1886368",0.0707
643,Yan Oi Building&仁愛大廈,"22.4029942,113.9781189",0.025
644,Yen Lok Building&仁樂大廈,"22.2615128,114.235939",0.1141
645,Yan Oi Building&仁愛大樓,"22.3349705,114.1948624",0.0872
646,Yen Oi Garden&仁愛苑,"22.2846565,114.1362",0.0372
647,Yen Men Building&仁文大廈,"22.2784634,114.1722412",0.113
648,Yen Cheong Building&仁昌大廈,"22.3180866,114.188591",0.0755
649,Yen Hau Mansion&仁厚大廈,"22.316429100000004,114.2171783",0.0803
650,Yen Fu Mansion&仁富大廈,"22.3160954,114.2259064",0.1473
651,Yau Yau Building&仁友大廈,"22.3243961,114.165535",0.1159
652,Yen Ning Building&仁寧大廈,"22.3180866,114.2155075",0.1836
653,Ample Building&仁寶大廈,"22.3313046,114.1702194",0.0555
654,Yan On Building&仁安大廈,"22.3159657,114.1727524",0.1269
655,Yan On Mansion&仁安大廈,"22.3191547,114.2150345",0.264
656,Yun On Terrace&仁安臺,"22.2631397,114.189682",0.0926
657,Happy Garden&仁歡花園,"22.3259392,114.1701813",0.0919
658,Yan Yee Building&仁義大廈,"22.4424229,114.03140259999998",0.1458
659,Yen Ching Building&仁正大廈,"22.2436371,114.1551285",0.1474
660,Yen Yee Mansion&仁義苑,"22.3198853,114.1747055",0.1252
661,Yen Fat Building&仁發大廈,"22.3354874,114.158844",0.1108
662,Yen Tsui Gardens&仁翠苑,"22.4462814,114.025177",0.0678
663,Yen Fook Building&仁福大廈,"22.2860718,114.1396866",0.0846
664,Yen Li Mansion&仁禮大廈,"22.329656600000003,114.1583557",0.2003
665,The Crescent&仁禮花園,"22.3160706,114.176239",0.153
666,Yen May Building&仁美大廈,"22.2757702,114.1715622",0.2015
667,Yen Ying Mansion&仁英大廈,"22.2790985,114.1759567",0.1121
668,Yen Lai Building&仁麗苑,"22.2694912,114.1846466",0.1243
669,Mandarin Garden&仁華園,"22.3194828,114.177536",0.1107
670,Fulfil Building&仲成大廈,"22.2867489,114.1443176",0.1609
671,Yen Wai Garden&仁蕙苑,"22.3720016,114.1107483",0.0826
672,Fong Man House&仿文樓,"22.2773857,114.229805",0.0241
673,Yen Fung Mansion&仁豐大樓,"22.3132,114.1687164",0.1978
674,Yen Yin Building&仁賢大廈,"22.3065681,114.167366",0.1625
675,Yen Ya Building&仁雅大廈,"22.368681,114.12296299999998",0.1082
676,Yen Shun Mansion&仁順大廈,"22.3362999,114.1597748",0.1231
677,No.1 Ho Man Tin Hill&何文田山道1號,"22.3172112,114.1757431",0.0796
678,No. 55 Hau Wong Road&侯王道55 號,"22.3295307,114.1885986",0.0943
679,Belle House&佳景大廈,"22.285923,114.1906128",0.1013
680,Prince Garden&俊亨豪苑,"22.470068,114.1495209",0.8057
681,Kai King Building&佳景樓,"22.314394,114.2261887",0.0723
682,Tsun Kit House&俊傑樓,"22.3125744,114.1867828",0.2012
683,Jadeview Court&佳景閣,"22.2851658,114.13517759999998",0.0696
684,Kai Tsui Court&佳翠苑,"22.2615089,114.2512741",0.2317
685,Lisa House&依利大廈,"22.3190918,114.1726837",0.1763
686,Easey Building&依時大廈,"22.3390694,114.1538315",0.0419
687,Eliza Building&伊利沙大廈,"22.323513,114.170639",0.0796
688,Jordan Mansion&佐敦大廈,"22.305828100000006,114.16887659999998",0.0424
689,Elizabeth House&伊利莎伯大廈,"22.281597100000006,114.1813736",0.1762
690,Homantin Hillside&何文田山畔,"22.3121815,114.1852722",0.1827
691,Parkes Building&伯嘉士大廈,"22.2982998,114.1723251",0.2272
692,Peters House&伯德大樓,"22.3439922,114.1962585",0.1101
693,Earl Garden&伯爵園,"22.3268242,114.1801834",0.1181
694,Pak Cheung Court&伯祥閣,"22.3754597,114.1778183",0.1037
695,Scholastic Garden&俊傑花園,"22.2837524,114.1416855",0.0887
696,Chun Man Court&俊民苑,"22.3141251,114.178154",0.1375
