,house_name,lat_lon,shopping center
4265,Chui Wah House&翠華樓,"22.3196983,114.176033",2.600864611999597e-05
4266,Greenwood Garden&翠華花園,"22.379886600000006,114.1967545",1.3865675690002051e-05
4267,Jade Court&翠華閣,"22.2850227,114.1427536",1.4086447010053098e-05
4268,Silver Field Garden&銀田花園,"22.4392834,114.0221252",8.190442760006951e-06
4269,Ngun Hoi Mansion&銀海大廈,"22.3270092,114.1602173",1.5313784960012257e-05
4270,Silver Centre Building&銀礦中心大廈,"22.2647514,114.0006943",1.5295172930030974e-05
4271,Casa Bella&銀海山莊,"22.3250923,114.2712326",8.556230500042742e-07
4272,Silver Jubilee Mansion&銀禧大廈,"22.2837601,114.1482773",3.1680564499943665e-05
4273,Lake Silver&銀湖.天峰,"22.4285793,114.2446213",4.053780980007814e-06
4274,Ngan Hon Mansion&銀漢大廈,"22.3147297,114.1888733",5.246513575999375e-05
4275,Silver Bay Garden&銀灣花園,"22.3303051,114.2632751",7.97542027399259e-05
4276,Silver Fair Mansion&銀煇大廈,"22.2723389,114.1767349",2.5839562820010823e-05
4277,Ngan Tao Building&銀都洋樓,"22.2865906,114.1907959",4.3665733700069325e-06
4278,Kam Tong Building&錦堂樓,"22.3229618,114.189476",1.0264736200030712e-06
4279,Kam On Garden&錦安花園,"22.4449062,114.0430222",2.1652856199935356e-06
4280,Kam Ping Mansion&錦屏樓,"22.289724300000003,114.20046229999998",2.699234112998416e-05
4281,Wealthy Mansion&銳興樓,"22.2757969,114.1711884",1.3731441999939294e-06
4282,Kams Terrace&錦上豪庭,"22.4377403,114.0642242",4.3477813000917334e-07
4283,Kam Wo Building&錦和樓,"22.5453835,114.2241898",5.787835300010021e-07
4284,Jubilee Villa&銀禧小築,"22.4024372,114.2018585",4.15844673999577e-06
4285,Ngan Fai Building&銀輝大廈,"22.2920914,114.197403",1.742842599958148e-07
4286,Jubilee Garden&銀禧花園,"22.3964252,114.1996765",1.6235650000150906e-08
4287,Ngan Fai Building&銀輝樓,"22.4493504,114.1649094",1.5688867610050196e-05
4288,Jubilee Gardens&銀禧花園,"22.4292583,113.9963226",5.8547040099972165e-05
4289,Silver Bright Building&銀輝樓,"22.333025,114.1639557",4.326007050034135e-06
4290,Bank Building&銀行大廈,"22.3653984,114.1372375",1.3206648999866928e-07
4291,Ngan Fung Building&銀豐大廈,"22.2472,114.1567307",5.207471809995118e-06
4292,Kam Tak Mansion&錦德大廈,"22.2765121,114.1697464",7.154808200037296e-06
4293,Kam Tong Building&錦棠樓,"22.4474392,114.1656952",5.743846799920177e-07
4294,Kam Ming Yuen&錦明園,"22.290706600000004,114.2000885",2.3967849999849535e-07
4295,Kam Wing Mansion&錦榮大廈,"22.4448147,114.03089140000002",2.4533609002145836e-07
4296,Kam Ming Building&錦明樓,"22.4476471,114.1653442",1.0757868500020167e-06
4297,Kam Tai Court&錦泰苑,"22.4094772,114.22155",4.6973753999999756e-07
4298,King Ming Mansion&錦明閣,"22.2853527,114.1375961",2.5957939999867795e-06
4299,Kam Sing Building&錦星大樓,"22.3140793,114.1683884",6.147490570033632e-06
4300,Kam Fai Garden&錦暉花園,"22.3834724,113.9817581",1.5452506399924954e-05
4301,Honey Court&錦棠小築,"22.2780819,114.1319733",3.488069539998303e-05
4302,Coronet Court&錦珊園,"22.4339943,113.9972992",8.011641699999495e-06
4303,Kenyon Court&錦翠園,"22.2840042,114.1442337",3.0129588970054634e-05
4304,Kam Fat Building&錦發大廈,"22.4031734,113.978157",2.395952499988432e-07
4305,Kam Hing Building&錦興大廈,"22.3983688,113.9769287",5.62302920001962e-07
4306,Comfort Court&錦福大廈,"22.499019600000004,114.1438751",9.357222499965678e-07
4307,Kam Fung Garden&錦豐花園,"22.4224281,113.9892197",0.00011273077250004913
4308,Chung Shan Lodge&鐘山小築,"22.3390312,114.142128",2.523482243994883e-05
4309,Kam Fung Court&錦豐苑,"22.4223614,114.2249985",2.5135398499843554e-06
4310,Mirror Marina&鑑波樓,"22.2812443,114.1426544",5.8815560260045725e-05
4311,Kam Fai Building&錦魁樓,"22.4492874,114.1642075",1.3990565690049065e-05
4312,Cameo Court&錦麗園,"22.4573708,114.1665802",1.2902561300046674e-06
4313,Kam Lung Court&錦龍苑,"22.4252529,114.24002079999998",2.398548530018852e-06
4314,Kam Ying Court&錦英苑,"22.4232903,114.2375565",1.6999619399971025e-06
4315,Kam Wah House&錦華樓,"22.3674965,114.1328354",1.5680218100080735e-06
4316,Kam Wa Building&錦華大廈,"22.368185,114.1395264",1.4571621699907762e-06
4317,Kam Wah Garden&錦華花園,"22.3937225,113.9753723",4.9676739999669504e-08
4318,Kam Wah Building&錦華大廈,"22.3131313,114.1681824",1.0656692170007079e-05
4319,Kam Fung Garden&錦豐園,"22.3764839,114.10733799999998",2.866621250027046e-06
4320,Kamwa Building&錦華大廈,"22.2868004,114.1372681",2.8891047999747013e-07
4321,Kam Wa Building&錦華大樓,"22.2776947,114.2299271",1.6072609999455535e-07
4322,Kam Wah Building&錦華樓,"22.3821449,114.2718124",2.7229665999969663e-06
4323,Aspen Crest&鑽嶺,"22.3449402,114.1986237",9.139370000126845e-08
4324,Cheung On Building&長安大廈,"22.3297729,114.161911",4.1748724099921e-06
4325,Diamond Mansion&鑽石大廈,"22.280044600000004,114.1818619",1.2143383400049904e-06
4326,Cheung On Building&長安大樓,"22.3080196,114.2242966",5.163894500024296e-07
4327,Cheong On Estate&長安村,"22.360508,114.1046829",1.8422248100004044e-06
4328,No. 95 Cheung Sha Wan Road&鑽石樓,"22.3283596,114.1649857",1.8978023930047722e-05
4329,Cheung Lee Building&長利樓,"22.3304939,114.1622467",1.6581498399940259e-06
4330,Cheung Shing Building&長勝大廈,"22.3266888,114.1672287",1.6809308239989652e-05
4331,Great Wall Building&長城大廈,"22.321146,114.1879883",2.8276290500055468e-06
4332,Evergreen Towers&長春大廈,"22.3438206,114.1966476",3.7405757200056127e-06
4333,Cheong Lok Building&長樂大廈,"22.3300762,114.1627426",3.1118457799997205e-06
4334,Cheung Hong Mansion&長康大廈,"22.3274956,114.1668091",2.3079798159987055e-05
4335,Cheong Wang Mansion&長旺大廈,"22.3195534,114.1665802",1.3232405000141775e-06
4336,Flourish Mansion&長旺雅苑,"22.3197689,114.1666718",1.1703964500035521e-06
4337,Cheong Lok Mansion&長樂大廈,"22.3076706,114.1831818",1.4090373199962652e-05
4338,Cheung Hing Building&長興大廈,"22.3274097,114.1662521",2.1816981370007657e-05
4339,Chan Court&長江雅苑,"22.4479771,114.1653214",1.8663768499960487e-06
4340,Cheong Fat Mansion&長發大廈,"22.319418,114.1667404",9.967589000195746e-07
4341,Cheung Hing Court&長興閣,"22.3327084,114.1641617",4.367636090009482e-06
4342,Cheung Fat Mansion&長發大廈,"22.3381615,114.15612790000002",8.851940499888575e-07
4343,Cheung Fat Estate&長發邨,"22.362812,114.1033936",3.965779700028092e-07
4344,Charming Garden&長盛豪苑,"22.338562,114.1526184",1.4294676560013944e-05
4345,Fortune Villa&長苑,"22.2125874,114.0268097",3.1048390900059856e-06
4346,Toa Tak Building&陶德大廈,"22.3186417,114.1696701",1.21157859999074e-07
4347,Cheung Fung Mansion&長豐大廈,"22.3229923,114.1649551",1.428978849999268e-06
4348,The Bloomsville&陶源,"22.3287125,114.1858978",5.8480328049989594e-05
4349,Cheung Fai Mansion&長輝大廈,"22.3193169,114.166275",2.171104610016271e-06
4350,Longfair Court&長輝閣,"22.3299751,114.159935",8.870703400040017e-07
4351,Hoi Kam Building&開錦樓,"22.4486923,114.1659012",2.135872040002749e-06
4352,Fulcan Mansion&阜康樓,"22.276001,114.1694031",7.189240500027762e-06
4353,Villa Athena&雅典居,"22.4264603,114.2360001",5.577956500007892e-06
4354,Faraday House&雅德苑,"22.3790474,113.9840698",5.0921668889989366e-05
4355,Ellery Terrace&雅利德樺臺,"22.3165188,114.178772",4.693062496984883e-05
4356,Art Court&雅怡居,"22.3359718,114.15929409999998",1.1284704849944245e-05
4357,Alice Court&雅利閣,"22.2904987,114.2009964",2.620811599894064e-07
4358,Villa Elegance&雅慧園,"22.2766342,114.1547775",2.6989949089999176e-05
4359,Ashley Mansion&雅士洋樓,"22.2967892,114.1707611",1.3348794399894873e-06
4360,The Astoria&雅士花園,"22.2975597,114.17057040000002",2.042854339943017e-06
4361,Arts Mansion&雅寶大廈,"22.3115807,114.1705475",1.2991854239992604e-05
4362,To Yuen&陶苑,"22.3684292,113.9946594",1.6409452419980045e-05
4363,Metro Hermitage&雁亭,"22.280296300000003,114.2236557",8.944828810018625e-06
4364,Sunshine Plaza&陽光廣場,"22.3120422,114.1892548",2.6656879240046415e-05
4365,Ascot Tower&雅仕閣,"22.2684002,114.1860352",0.00010980721250005972
4366,Yeung On Building&陽安大廈,"22.2831287,114.2208328",6.458798449993127e-06
4367,Argyle House&雅佳樓,"22.3194141,114.1688919",1.8326056999905963e-07
4368,Parkview (Hong Kong Parkview)&陽明山莊,"22.2574921,114.1994247",0.0006683714448997183
4369,Loong King Mansion&隆基大樓,"22.3091545,114.1878738",3.857411330032167e-06
4370,Lungga Mansion&隆基大樓,"22.2825317,114.1294632",2.425032900047417e-07
4371,Park Belvedere&雅景臺,"22.4190502,114.2324066",1.0809843859999692e-05
4372,Broadview Mansion&雅景大廈,"22.2715836,114.1849213",5.056197316998831e-05
4373,Green Field Court&雅景大廈,"22.2813511,114.15049740000002",9.362382769867512e-06
4374,Avalon&雅景軒,"22.2751637,114.1937485",7.318551313992539e-05
4375,Eastbourne Court&雅景樓,"22.3436718,114.1767502",3.669691609992071e-05
4376,Park View Mansion&雅景樓,"22.283233600000006,114.1921921",3.0960800000328567e-07
4377,Broadview Terrace&雅景臺,"22.2858295,114.1967087",2.4178833999626486e-07
4378,Grand Villa&雅景軒,"22.3120422,114.1858749",2.2351900610004304e-05
4379,Aster Court&雅珊園,"22.434536,113.9963913",7.89920079998588e-06
4380,Artview Court&雅景閣,"22.2651749,114.24475859999998",1.2383367650102251e-05
4381,Axeford Villa&雅福台,"22.2824669,114.1304398",9.381197599981825e-07
4382,Splendour Villa&雅景閣,"22.2343445,114.1986923",3.2320467400047128e-06
4383,Angie Court&雅緻園,"22.32658,114.1870499",1.8010740099966419e-06
4384,Happy Garden&雅樂園,"22.3361015,114.1746063",4.7880938319993504e-05
4385,Arnold Gardens&雅樂花園,"22.428566,113.9960785",7.027557919999575e-05
4386,The Waterside&雅濤居,"22.424757,114.228302",3.9534500001109655e-08
4387,Broadview Court&雅濤閣,"22.2427521,114.1654663",9.443892265009488e-05
4388,Amigo Mansion&雅谷大廈,"22.2719021,114.1848297",4.5992009959979106e-05
4389,The Astrid&雅麗居,"22.3231945,114.1825638",4.919100205006654e-05
4390,The Albany&雅賓利大廈,"22.277792,114.1547546",1.70934155599576e-05
4391,Elite Gardan&雅麗花園,"22.4025707,113.97838590000002",2.948081000024631e-07
4392,Elite Court&雅賢軒,"22.286394100000006,114.1424179",2.0436729997591508e-08
4393,Elite Villa&雅麗苑,"22.3312492,114.1750793",9.559042345004553e-05
4394,Eldo Court&雅都花園,"22.4175301,113.9779892",4.014802945010001e-05
4395,The Arcadia&雅閣花園,"22.3264732,114.1862717",3.067401388996161e-05
4396,Ascot Mansion&雅閣苑,"22.2799377,114.1806946",5.076209360040903e-06
4397,Alice Court&雅麗園,"22.3426952,114.181282",1.2632317300004e-05
4398,Arts Building&雅緻大廈,"22.2794991,114.1515274",9.05350836996828e-06
4399,Ava Court&雅華閣,"22.3425331,114.1832733",1.7374073000011194e-05
4400,Emerald Gardens&雅翠園,"22.2818222,114.1418991",4.02794676100063e-05
4401,Orlins Court&雅蘭閣,"22.2863216,114.1375046",7.742714599928269e-07
4402,Elegant Villa&雅翠苑,"22.3787613,113.9846649",6.0752230369965925e-05
4403,Arts Mansion&雅詩大廈,"22.2705555,114.1852264",6.687021533000954e-05
4404,Avon Court&雅芳園,"22.3421154,114.1830215",1.3562759410006945e-05
4405,Avon Court&雅苑 (堅道),"22.2801762,114.15399170000002",2.6661863300171145e-06
4406,Beauty Court&雅苑 (羅便臣道),"22.2830372,114.1445618",6.100796981017688e-05
4407,Artland Court&雅麗閣,"22.2655239,114.24475859999998",1.2816057850102327e-05
4408,Paxton&雋瓏,"22.3263245,114.1833344",5.674291788992437e-05
4409,Friends House&集友大廈,"22.2979641,114.1729889",9.44043699924359e-08
4410,Chateau De Mansion&雍怡小築,"22.4419022,114.1769791",9.810963844999913e-05
4411,Chap On Building&集安樓,"22.315176,114.187149",5.123749089997236e-05
4412,Tsap King Mansion&集景樓,"22.3141155,114.228508",4.453311489985603e-06
4413,Coin Organize Building&集貴大廈,"22.3181553,114.1748886",1.3399416199976896e-05
4414,Chap Biu Building&集鑣樓,"22.4482803,114.165123",3.0819818899997345e-06
4415,Jones Hive&雋琚,"22.2781925,114.1912155",2.3763786499962765e-05
4416,Bon-Point&雍慧閣,"22.2846813,114.1429825",1.7335117460039002e-05
4417,The Apex&雍雅軒,"22.3669491,114.137085",6.456792500017561e-07
4418,Robinson Place&雍景臺,"22.2814808,114.1494446",1.6775587600024117e-05
4419,Happy Centre&雙喜中心,"22.330352800000004,114.163208",2.884214419992975e-06
4420,Yung Shing Court&雍盛苑,"22.4826298,114.1376572",1.7337362499974983e-06
4421,Aberdeen Harbour Mansion&雙喜大廈,"22.2475014,114.1577301",4.495711719996384e-06
4422,Grandview Garden&雍翠臺,"22.2833233,114.1508408",9.739905530007092e-06
4423,SERENITY GARDEN&雍翠苑,"22.4942741,114.1035385",0.0005722159826502618
4424,Greenfields&雍翠豪園,"22.4415512,114.0329132",3.653607880019036e-06
4425,Villa D' Arte&雍藝軒,"22.2779865,114.1933975",4.908651050000484e-05
4426,110 Johnston Road&雙喜樓,"22.2765026,114.17301940000002",7.478376099941036e-07
4427,Ventris Place&雲地利台,"22.2713852,114.1856308",5.762472865996005e-05
4428,Ventris Court&雲地利大廈,"22.2724724,114.1852264",4.1483750179997273e-05
4429,Sheung Hee Building&雙嘉大廈,"22.3277073,114.1665802",2.487650114000518e-05
4430,Summit Court&雲峰大廈,"22.2877979,114.1989059",1.048245777000789e-05
4431,Twin Brook&雙溪,"22.244173,114.1916351",4.249348644997668e-05
4432,St. Louis Mansions&雨時大廈,"22.2755527,114.1567993",3.5700820180006235e-05
4433,Ventris Terrace&雲台別墅,"22.2718868,114.1852188",4.841296321998425e-05
4434,Wyndham Mansion&雲咸大廈,"22.279911,114.1552887",4.156071489995998e-06
4435,Wan Fung Building&雲峰樓,"22.3233089,114.1656418",5.551924999983871e-07
4436,Wan Fung Mansion&雲豐大廈,"22.278677,114.1761475",1.942675009981189e-06
4437,Evelyn Towers&雲景台,"22.2846336,114.1965942",1.2295072000018939e-06
4438,Eden Gate&雲門,"22.341198,114.1780701",1.1591104249955703e-05
4439,Peak One Phase 2 Sky One House&雲頂峰,"22.3814468,114.1811752",3.590056255995683e-05
4440,Wan Hon Mansion&雲漢大樓,"22.3171272,114.224884",1.2025829440026088e-05
4441,Carado Garden&雲疊花園,"22.3684826,114.1750641",2.1246175889995734e-05
4442,Winner House&雲華大廈,"22.2900276,114.1960907",8.188533730016824e-06
4443,Wan Wah Mansion&雲華樓,"22.346735,114.2028961",7.759032530047573e-06
4444,Tsing Yi Garden&青怡花園,"22.3533516,114.1048813",1.3550605000165708e-07
4445,Tsing Yung Terrace&青榕臺,"22.3795204,113.9831238",3.69756422900046e-05
4446,Tsing Wan Building&青雲大廈,"22.2902489,114.1970444",2.0742917000013283e-07
4447,Ching Tai Court&青泰苑,"22.3627033,114.1021423",1.7558377300240156e-06
4448,Tsing Wan Court&青雲閣,"22.3291836,114.1873398",2.8196768000031416e-06
4449,Ching Shing Court&青盛苑,"22.3497772,114.1024551",1.2945457250020037e-05
4450,Ching Wah Court&青華苑,"22.3485603,114.1014709",3.775291189004472e-05
4451,Green Court&青華閣,"22.3400478,114.1535721",2.3219121849985748e-05
4452,Ching Lin Court&青蓮閣,"22.2824574,114.1313248",3.275856400006915e-06
4453,Charmain Heights&霞明閣,"22.3438339,114.1772385",3.445839955992939e-05
4454,Castle Peak House&青山大樓,"22.3374348,114.157959",1.4968684899873579e-06
4455,Lomond Court&露明閣,"22.3262215,114.1856689",3.267402884003539e-05
4456,Castle Peak Bay Garden&青山灣花園,"22.3789005,113.9809952",2.352045769997123e-05
4457,Hoover Mansion&靄華大廈,"22.3398228,114.1533432",9.718636999464536e-08
4458,Ever Court&靄華閣,"22.3250122,114.1715012",3.976393490015188e-06
4459,Ching Wang Court&青宏苑,"22.362028100000003,114.1045532",8.67432850005232e-07
4460,Castle Peak Villas&青山別墅,"22.3649788,114.0066833",0.00021573516233005992
4461,Vision Court&青雲閣,"22.326475100000003,114.1807404",8.168082695998926e-05
4462,Pinnacle Building&頂旺大廈,"22.2762585,114.1707916",3.1514930000028607e-06
4463,Shun Lee Building&順利大廈,"22.3139763,114.1671982",1.2670053250025446e-05
4464,Tsing On Building&靖安樓,"22.448459600000003,114.1651001",6.347362500007046e-06
4465,Radcliffe&靖林,"22.2677402,114.132019",4.8900281809986116e-05
4466,Siu Hing Building&韶興大廈,"22.3055801,114.169899",3.202428186002805e-05
4467,Serenade Cove&韻濤居,"22.3726578,114.1027527",1.4193497299833997e-06
4468,Sunny House&順利大廈,"22.2891846,114.1946793",9.525156999750727e-08
4469,Shun On Building&順安大廈,"22.283699,114.1299515",1.895244099942132e-07
4470,Shun Lee Mansion&順利樓,"22.3962784,113.9748154",7.126913000023395e-07
4471,Shun On Building&順安樓,"22.4477005,114.1651382",1.2094910499962648e-06
4472,Sunny Building&順利樓,"22.3061886,114.1683884",4.9998437690050786e-05
4473,Richmond Court&順安閣,"22.3349895,114.1614456",1.097352399997865e-07
4474,Shun Ho Building&順好樓,"22.4424343,114.0298004",5.350820000078072e-08
4475,Shun King House&順景樓,"22.3314667,114.1645813",5.3538194000069266e-06
4476,Shun King Building&順景大樓,"22.3268623,114.1619797",2.04068722500239e-05
4477,The Sorentino&順景華庭,"22.3399105,114.1551285",1.7221849999495078e-07
4478,Shun King Court&順景閣,"22.3348732,114.1616287",7.49620999965477e-08
4479,Shun King Building&順景樓,"22.454055800000006,114.1650696",2.4132328998910823e-07
4480,Shun Ning Building&順寧大廈,"22.3401299,114.1548538",2.3019700249995895e-05
4481,Shun Cheong Building&順昌樓,"22.3266373,114.1662445",1.5198863530017407e-05
4482,Shining Court&順寧居,"22.3391399,114.1561813",3.5346600900022744e-06
4483,Sun Ming Building&順明大廈,"22.3164654,114.168869",1.8825214600178977e-06
4484,Peaceful Mansion&順寧苑,"22.3379307,114.1577301",9.112119699974422e-07
4485,Prosperity Mansion&順景大廈,"22.4469738,114.1688995",2.1916444499725464e-06
4486,Chelsea Court&順康居,"22.3359985,114.1607285",1.36793970099814e-05
4487,Sun Yee Mansion&順怡閣,"22.3337154,114.16082",2.5657013699925804e-06
4488,Shun Cheong Building&順昌大廈,"22.2827148,114.1274719",4.504932000076391e-08
4489,Shun Cheong Mansion&順昌大廈,"22.3154202,114.1677628",6.978492999973523e-06
4490,Shun Fat Mansion&順發大廈,"22.3301754,114.1670303",2.505850420999229e-05
4491,View Villa&順景雅庭,"22.2849178,114.1479187",3.1567279400057953e-06
4492,Shun Fat House&順發大樓,"22.4431782,114.0267334",2.9743337000337133e-07
4493,Shun Fai Buildng&順暉大廈,"22.2829475,114.127655",7.941986000405038e-08
4494,Fulham Court&順發居,"22.3356571,114.1602325",1.271315236996931e-05
4495,Sunningdale Garden&順欣花園,"22.5015945,114.1320572",2.902682900096865e-07
4496,Shun Tai Building&順泰大廈,"22.3286076,114.1663895",2.6884753249987428e-05
4497,Shun Fat Building&順發大廈,"22.3392639,114.15605929999998",4.0934696900156e-06
4498,Shun Chi Court&順緻苑,"22.332002600000006,114.2272797",2.3874234400044208e-06
4499,Shun Hing Building&順興大廈,"22.3172894,114.1666718",3.6995859700236236e-06
4500,Sun Wah Building&順華大廈,"22.3079453,114.1688538",5.723949013000444e-05
4501,Shun Fung Building&順豐大廈,"22.4438496,114.033844",1.434551559998178e-06
4502,Shun Hing Building&順興樓,"22.2861519,114.1909637",5.8638185000042354e-06
4503,Greenside Paradise&順隆花園,"22.5442352,114.2257919",5.535162609998592e-06
4504,Shun Fung Court&順豐大廈,"22.250946,114.1568909",2.036932559998547e-06
4505,Sunny Court&順麗閣,"22.3226128,114.1889191",7.400190499967516e-07
4506,Sanford Mansion&順輝大廈,"22.3237629,114.1894989",3.2924106399940425e-06
4507,Chung Ming Court&頌明苑,"22.3178158,114.2631454",5.661885780026763e-06
4508,Shun Fai Building&順輝大廈,"22.3390217,114.1568909",3.2208312099994957e-06
4509,Shun Loong Mansion&順隆大廈,"22.2859554,114.15047450000002",8.012499609940337e-06
4510,Wing’s Villa&頌榮居,"22.4896221,114.14859009999998",3.869516649978052e-05
4511,Glorious Peak&顯峰,"22.4951134,114.1277237",1.0324480400084496e-06
4512,June Garden&頌賢花園,"22.324070000000006,114.1639328",6.567347170027222e-06
4513,Chateau De Peak&顯峰居,"22.2657318,114.15103909999998",6.5309116500224465e-06
4514,Chung Yin Court&頌賢閣,"22.2854939,114.1456528",3.3092038849991306e-05
4515,Hin Keng Estate&顯徑邨,"22.3639755,114.17254640000002",4.2871700002473893e-07
4516,Chung Nga Court&頌雅苑,"22.459062600000006,114.1703644",1.770794370028533e-06
4517,DBay - Greenvale Village&頤峰,"22.3052635,114.0095444",5.7737005960066804e-05
4518,Kes West Mansion&頤樂居,"22.324482,114.1646271",5.272285519988369e-06
4519,Heung Shing Building&香城大廈,"22.3724003,114.1109772",8.588224900076114e-07
4520,Heung Hoi Mansion&香海大廈,"22.2787971,114.1728973",2.153814290000256e-06
4521,Island Garden&香島,"22.2744598,114.2314987",1.2563314129998294e-05
4522,Aberdeen Centre&香港仔中心,"22.2482758,114.1544495",3.6692500000030233e-09
4523,Island Mansion&香島大廈,"22.2817364,114.1852951",1.221657410024684e-06
4524,Champagne Court&香檳大廈,"22.3001747,114.1731949",5.443748499983619e-07
4525,Hong Kong Building&香江大廈,"22.2783451,114.1729889",1.0129882100050825e-06
4526,Estella Court&香海大廈,"22.2749214,114.1604004",3.878514320000912e-05
4527,Hin Ming Court&顯明苑,"22.3155212,114.2688522",1.276001960000692e-06
4528,Lederle Garden&首利大廈,"22.3107967,114.1847839",1.5910297059996862e-05
4529,Hin Fai Building&顯暉大廈,"22.3345108,114.1611633",1.0913554000402974e-07
4530,Haven Mansion&顯發大廈,"22.3057346,114.170372",3.0700668010035567e-05
4531,Heung Wo Building&香和大廈,"22.3715019,114.1118393",1.251125200007199e-07
4532,Fly Dragon Terrace&飛龍臺,"22.2836056,114.1935654",2.6387299719949306e-05
4533,Yu Hing Mansion&餘慶大廈,"22.3050594,114.1702957",2.5054277000053907e-05
4534,H.I.C.B. Building&香港工商銀行大廈,"22.3252144,114.1852646",2.8315718180045652e-05
4535,Marble Court&馬寶閣,"22.2920113,114.2004471",1.1870899999845625e-07
4536,Hong Kong Garden&香港花園,"22.2824669,114.1479034",3.2205169169936876e-05
4537,Hong Kong Gold Coast&香港黃金海岸,"22.371727,113.9894943",9.44210885000789e-06
4538,Ma On Shan Centre&馬鞍山中心,"22.425729800000006,114.2329178",2.142446799988621e-07
4539,Heung Yuen Gardens&香苑大廈,"22.275013,114.2311783",8.443521889965558e-06
4540,Marconi Court&馬可尼大廈,"22.3414459,114.18185420000002",6.263366290046384e-06
4541,Marble Place&馬寶居,"22.2916126,114.1995163",6.125361799957929e-07
4542,Marbella Gardens&馬寶花園,"22.4335976,114.0120239",0.00020002504196013952
4543,Matauwei Apartments&馬頭圍大廈,"22.3121719,114.1878357",2.3279196980005527e-05
4544,Jade Villa&駿寶居,"22.3648262,114.1695023",7.639878099945228e-06
4545,Valiant Park&駿豪閣,"22.2808361,114.14871979999998",2.3979736450171007e-05
4546,Le Village&駿愉居,"22.268465,114.1861801",0.00010969409645001117
4547,The Morrison&駿逸峰,"22.2777653,114.1794434",4.13435335997721e-06
4548,Royal Ascot&駿景園,"22.3998146,114.2021561",8.772877000014803e-07
4549,Prosperous Garden&駿發花園,"22.3106194,114.1679382",3.012742408006012e-05
4550,Trump Court&駿皇閣,"22.3317776,114.1735229",7.51317514599354e-05
4551,Koway Court&高威閣,"22.266323100000005,114.2342834",6.957700002012745e-10
4552,Dominion Court&高明大廈,"22.32514,114.1787033",4.45422628998575e-05
4553,Ko Wang Court&高宏閣,"22.2852554,114.1426544",1.230981140000675e-05
4554,Gold Ming Building&高明大廈,"22.3290844,114.162262",1.817875999924537e-08
4555,Ko Fu Building&高富樓,"22.3819275,114.2731094",3.086652679975833e-06
4556,Gold King Mansion&高景大廈,"22.274072600000004,114.1931915",1.9279234000150442e-07
4557,Gold Ning Mansion&高寧大廈,"22.2738628,114.19314579999998",9.972845000668393e-08
4558,Coble Court&高寶閣,"22.243452100000006,114.1545029",8.31312653004353e-06
4559,Ko Shan Tsuen&高山村,"22.2043056,114.029808",2.204753412998821e-05
4560,Ko Wai Building&高惠樓,"22.3688927,114.1189957",2.7707033699976886e-06
4561,Race Tower&駿馬閣,"22.2733631,114.1840744",2.6447617249982395e-05
4562,Ko Shing Building&高勝樓,"22.3819752,114.2729645",2.942250019986079e-06
4563,Kai Cheong House&騏昌大廈,"22.3272686,114.1679688",2.35486529999985e-05
4564,Ko Kie Building&高基大廈,"22.3058243,114.1722183",2.767061300040497e-07
4565,Kay Pont Building&騏邦大廈,"22.3066864,114.1678543",6.081140708003134e-05
4566,Causeway Tower&高威樓,"22.2795467,114.1884766",3.41086504999484e-06
4567,Tavistock&騰皇居,"22.2729683,114.1532745",9.02178122500383e-05
4568,Ko Chun Court&高俊苑,"22.2990627,114.24214170000002",1.5068446130125832e-05
4569,Ko Koon Building&高冠樓,"22.4484653,114.1657562",2.276676039969963e-06
4570,Ko Mong Building&高望大樓,"22.28125,114.2223053",5.39956325003449e-06
4571,Ko Fong Building&高芳樓,"22.3593655,114.1267242",3.2818810000093262e-06
4572,Connaught Garden&高樂花園,"22.2883339,114.1419144",2.1678628500304925e-06
4573,Ko Wah Building&高華大廈,"22.2788754,114.1772385",7.994038899960934e-07
4574,Goldfield Mansion&高發大廈,"22.2917233,114.198204",2.3198779210068784e-05
4575,Paramount Mansion&高發大廈,"22.3114891,114.1855011",1.8486368420002804e-05
4576,Gomme House&高美樓,"22.3465004,114.2027893",8.030230970053665e-06
4577,Ko Mei Building&高美樓,"22.4485741,114.1645813",8.55032933001982e-06
4578,Manhattan Heights&高逸華軒,"22.2836113,114.1273041",4.282976800002626e-06
4579,The City Culture&高雅軒,"22.3132,114.186409",3.3525343239996486e-05
4580,Ko Nga Court&高雅閣,"22.2854004,114.1434021",1.5345387010043044e-05
4581,Ko Shing Building&高陞大廈,"22.2870121,114.1458969",3.0349393380026538e-05
4582,Ko Chun Court&高雋閣,"22.2852173,114.1434479",1.6603632740020437e-05
4583,Urbana 38&高陞軒,"22.2869453,114.1463242",5.43352743699722e-05
4584,Goa Building&高雅大廈,"22.2856693,114.1348038",2.460843700022194e-06
4585,Cassia Court&高雅苑,"22.331356,114.1734314",6.785968528995975e-05
4586,Grosvenor House&高雲大廈,"22.2751999,114.1618195",2.360212765006605e-05
4587,Canaryside&鯉灣天下,"22.2925739,114.2375412",6.698435849997575e-06
4588,Goldwin Heights&高雲臺,"22.2815723,114.1499939",1.2547290100000087e-05
4589,Louisa Tower&鳳儀大廈,"22.3191376,114.22154240000002",9.770514120043128e-06
4590,Super Tower&高雲閣,"22.3300018,114.1730347",4.686187970000309e-05
4591,Fung Yee House&鳳儀樓,"22.345417,114.1981354",4.379396900083424e-07
4592,Go Go Court&高高大樓,"22.3081856,114.1830292",1.576674720001852e-05
