,house_name,lat_lon,shopping center
590,Shing Loong Court&乘龍閣,"22.2808895,114.192543",3.5154106249985565e-05
591,Trinity Towers&丰匯,"22.3289547,114.1596375",3.966093650001124e-06
592,Kiu Chau Building&九洲大廈,"22.3290215,114.1572647",8.546570649996189e-06
593,Tanner Garden&丹拿花園,"22.2902832,114.2020416",9.889905999972609e-07
594,Tan Kwai Villa&丹桂苑,"22.4281578,113.996254",7.633881156998704e-05
595,THE VERDANCY&丹桂軒,"22.430618300000006,113.9971619",3.775484740992329e-05
596,Chung Pak Mansion&中柏大廈,"22.3077564,114.1721268",4.7869339330001616e-05
597,Chung Hing Mansion&中興大廈,"22.2865372,114.2110443",1.2052241300002897e-06
598,Chung Ching Building&中正大廈,"22.3280697,114.1673203",2.983115837000945e-05
599,Chung Hing Building&中興樓,"22.322361,114.1607971",1.0971020049990131e-05
600,Midland Centre&中源中心,"22.2854004,114.1499634",1.4348124099988859e-06
601,Lyndhurst Building&中環大廈,"22.2826767,114.1536407",1.7008812999711498e-07
602,Felicity Building&中發大廈,"22.282608,114.152832",1.238224999994479e-06
603,Chung Mei Building&中美樓,"22.3226948,114.1614456",9.851298080003684e-06
604,Chung Yew Building&中耀樓,"22.3227615,114.1601944",1.622712600998651e-05
605,Kin Fung Mansion&乾豐大廈,"22.3157902,114.2238388",6.103056999873977e-08
606,Kowloon Tong Mansion&九龍塘大廈,"22.3266983,114.1765671",3.0325176449939948e-05
607,Kowloon Tong Garden&九龍塘花園,"22.3305492,114.17909240000002",7.730771193994115e-05
608,Ng Po House&五寶大廈,"22.3214169,114.1694107",1.3788725000040124e-06
609,Kowloon Tong Court&九龍塘閣,"22.3376942,114.1739502",5.05717000011863e-07
610,KOWLOON CHAMBER OF COMMERCE BUILDING&九龍總商會大廈,"22.3185043,114.1743317",1.2066212449948522e-05
611,Kin Tye Lung Building&乾泰隆大廈,"22.2870235,114.14888",6.682497999988395e-07
612,Ng Cheong House&五昌樓,"22.2416172,114.154068",3.883148730021991e-06
613,Continental Mansion&五洲大廈,"22.2898178,114.19548799999998",1.7997184999226593e-07
614,Arbuthnot House&亞畢諾大廈,"22.2799721,114.1547546",4.630837570014732e-06
615,New Fortune House&五福大廈,"22.2838154,114.1286545",6.893176100117768e-07
616,Penta House&五聯大廈,"22.3319378,114.1649094",6.891637860032246e-06
617,Asia Mansions&亞洲大廈,"22.290535,114.1984177",1.021010000014162e-08
618,Asia Mansion&亞洲大樓,"22.3263226,114.1687164",1.4372345320002167e-05
619,Rousseau Heights&亨利閣,"22.2444897,114.1573334",1.4598906579991008e-05
620,King Po Mansion&京寶大廈,"22.3595791,114.1277237",1.1639582099952092e-06
621,Huncliff Court&亨富閣,"22.2815723,114.12158970000002",6.364769107982795e-05
622,Kenwood Mansion&京華大廈,"22.3255348,114.1694336",9.001812799989447e-06
623,Hansen Court&亨順閣,"22.2843933,114.1419754",1.5305020490020013e-05
624,King Wah Building&京華閣,"22.4422894,114.0253143",2.708666049989595e-06
625,Capital Building&京城大廈,"22.278471,114.17426299999998",2.446469209950994e-06
626,King Shing Court&京城閣,"22.4427185,114.0248032",4.128924489993857e-06
627,Kings Park Hill&京士柏山,"22.3123226,114.1747513",1.97258840500016e-05
628,Kingston Building&京士頓大廈,"22.2815437,114.1853943",1.3737127699954542e-06
629,King Dao Building&京都大廈,"22.2766724,114.1766205",3.6773200999608407e-07
630,Yen Kit Building&仁傑大廈,"22.3035431,114.1688538",2.351792869000483e-05
631,King Tao Building&京都大樓,"22.2779331,114.1720123",1.6691492899982997e-06
632,Yen Kwong Mansion&仁光大廈,"22.3288364,114.1574783",9.007534239971286e-06
633,Shining Heights&亮賢居,"22.3254929,114.1623459",2.1846928129964415e-05
634,Yen Shing Building&仁勝大廈,"22.249437300000004,114.14804840000002",2.4084410579830075e-05
635,Yan Wo Yuet Building&人和悅大廈,"22.2792587,114.1815796",1.5964858099947735e-06
636,Yen Chun Mansion&仁俊大廈,"22.3123074,114.1703644",8.700074419986937e-06
637,Chen Hsin Mansion&仁信大廈,"22.3691025,114.1168747",8.957440399987031e-07
638,Yen Shun Mansion&仁信大廈,"22.2856236,114.13955690000002",5.3343773600693205e-06
639,Yen Po Court&仁寶閣,"22.2920494,114.1971741",1.3417068999967355e-07
640,Yen King Mansion&仁景大樓,"22.3241119,114.1890259",4.873034239990299e-06
641,Yen Dack Building&仁德大廈,"22.2915688,114.198349",2.4429794959963603e-05
642,Yen Che Building&仁智大廈,"22.3181667,114.1886368",1.4990930810015076e-05
643,Yan Oi Building&仁愛大廈,"22.4029942,113.9781189",4.355524999987601e-07
644,Yen Lok Building&仁樂大廈,"22.2615128,114.235939",2.083692290006027e-06
645,Yan Oi Building&仁愛大樓,"22.3349705,114.1948624",9.774062500005054e-06
646,Yen Oi Garden&仁愛苑,"22.2846565,114.1362",4.425680250005219e-06
647,Yen Men Building&仁文大廈,"22.2784634,114.1722412",2.0874691300078206e-06
648,Yen Cheong Building&仁昌大廈,"22.3180866,114.188591",1.568126641999289e-05
649,Yen Hau Mansion&仁厚大廈,"22.316429100000004,114.2171783",3.539796745995568e-05
650,Yen Fu Mansion&仁富大廈,"22.3160954,114.2259064",1.2727720519996511e-05
651,Yau Yau Building&仁友大廈,"22.3243961,114.165535",3.0872479399994483e-06
652,Yen Ning Building&仁寧大廈,"22.3180866,114.2155075",3.898251809997536e-06
653,Ample Building&仁寶大廈,"22.3313046,114.1702194",6.311969194000707e-05
654,Yan On Building&仁安大廈,"22.3159657,114.1727524",1.0366045000073953e-07
655,Yan On Mansion&仁安大廈,"22.3191547,114.2150345",1.800004339995532e-06
656,Yun On Terrace&仁安臺,"22.2631397,114.189682",0.00028148005889003886
657,Happy Garden&仁歡花園,"22.3259392,114.1701813",1.2109241860042694e-05
658,Yan Yee Building&仁義大廈,"22.4424229,114.03140259999998",1.6995249999046762e-07
659,Yen Ching Building&仁正大廈,"22.2436371,114.1551285",7.896606930002895e-06
660,Yen Yee Mansion&仁義苑,"22.3198853,114.1747055",1.0751271699986695e-05
661,Yen Fat Building&仁發大廈,"22.3354874,114.158844",7.281856840038009e-06
662,Yen Tsui Gardens&仁翠苑,"22.4462814,114.025177",1.9415712500146493e-06
663,Yen Fook Building&仁福大廈,"22.2860718,114.1396866",4.337530250043833e-06
664,Yen Li Mansion&仁禮大廈,"22.329656600000003,114.1583557",1.6193745000376431e-07
665,The Crescent&仁禮花園,"22.3160706,114.176239",1.8468462849907944e-05
666,Yen May Building&仁美大廈,"22.2757702,114.1715622",1.0039766500015423e-06
667,Yen Ying Mansion&仁英大廈,"22.2790985,114.1759567",3.1946347399924022e-06
668,Yen Lai Building&仁麗苑,"22.2694912,114.1846466",8.091702665994052e-05
669,Mandarin Garden&仁華園,"22.3194828,114.177536",4.09836943699813e-05
670,Fulfil Building&仲成大廈,"22.2867489,114.1443176",1.6322750209993913e-05
671,Yen Wai Garden&仁蕙苑,"22.3720016,114.1107483",9.501758500036646e-07
672,Fong Man House&仿文樓,"22.2773857,114.229805",4.494208999709171e-08
673,Yen Fung Mansion&仁豐大樓,"22.3132,114.1687164",8.245252000050408e-06
674,Yen Yin Building&仁賢大廈,"22.3065681,114.167366",6.48062174600351e-05
675,Yen Ya Building&仁雅大廈,"22.368681,114.12296299999998",6.456129999814779e-07
676,Yen Shun Mansion&仁順大廈,"22.3362999,114.1597748",1.546333625000213e-05
677,No.1 Ho Man Tin Hill&何文田山道1號,"22.3172112,114.1757431",1.5954041379988764e-05
678,No. 55 Hau Wong Road&侯王道55 號,"22.3295307,114.1885986",7.414669000198361e-08
679,Belle House&佳景大廈,"22.285923,114.1906128",7.662888040008888e-06
680,Prince Garden&俊亨豪苑,"22.470068,114.1495209",0.00026375073345986195
681,Kai King Building&佳景樓,"22.314394,114.2261887",6.045480289978945e-06
682,Tsun Kit House&俊傑樓,"22.3125744,114.1867828",2.6453020480003946e-05
683,Jadeview Court&佳景閣,"22.2851658,114.13517759999998",4.021908209938827e-06
684,Kai Tsui Court&佳翠苑,"22.2615089,114.2512741",1.0117862600008345e-06
685,Lisa House&依利大廈,"22.3190918,114.1726837",2.195270049976316e-06
686,Easey Building&依時大廈,"22.3390694,114.1538315",1.4498816409996243e-05
687,Eliza Building&伊利沙大廈,"22.323513,114.170639",2.925696650039143e-06
688,Jordan Mansion&佐敦大廈,"22.305828100000006,114.16887659999998",4.196916250030579e-05
689,Elizabeth House&伊利莎伯大廈,"22.281597100000006,114.1813736",3.649924000026714e-06
690,Homantin Hillside&何文田山畔,"22.3121815,114.1852722",2.5288026530009027e-05
691,Parkes Building&伯嘉士大廈,"22.2982998,114.1723251",3.344141000062621e-07
692,Peters House&伯德大樓,"22.3439922,114.1962585",4.338199689997591e-06
693,Earl Garden&伯爵園,"22.3268242,114.1801834",7.50230262499656e-05
694,Pak Cheung Court&伯祥閣,"22.3754597,114.1778183",8.790039699977436e-07
695,Scholastic Garden&俊傑花園,"22.2837524,114.1416855",1.9565036769983332e-05
696,Chun Man Court&俊民苑,"22.3141251,114.178154",4.203539540001639e-05
697,Charmview Court&俊威閣,"22.2840443,114.1365585",7.063211919998301e-06
698,Imperial Terrace&俊庭居,"22.2868328,114.1409378",8.722788999917177e-07
699,Lyttelton Garden&俊賢花園,"22.2831078,114.1425858",2.8450291840042028e-05
700,Fairland Gardens&俊慧園,"22.3169098,114.17735290000002",3.013265386011446e-05
701,Raymond Court&俊文樓,"22.2891006,114.1968613",1.569622824998349e-05
702,Chun King Court&俊景閣,"22.286672600000006,114.1416855",4.0368177000510675e-07
703,Palatial Stand&俊暉華庭,"22.308466,114.1843643",7.639233529981524e-06
704,Intelligent Court&俊賢閣,"22.2850246,114.1367035",2.799294970004869e-06
705,Poga Building&保基大廈,"22.2848759,114.136261",3.5197488500066775e-06
706,Paul Yee Mansion&保如大廈,"22.2796402,114.1791611",5.968441570024053e-06
707,Jolly Garden&俊逸豪園,"22.3103046,114.1692505",2.7233529409977806e-05
708,Po Ting Building&保定樓,"22.4453011,114.0295639",4.841334799990618e-07
709,Elites Place&俊陞華庭,"22.2872868,114.1455383",2.6120405090037365e-05
710,Bulkeley Building&保其利大廈,"22.3085136,114.1833649",1.3862945769962186e-05
711,Pao Woo Mansion&保和大廈,"22.2769566,114.1772385",2.9315810002209672e-08
712,Po Kai Mansion&保基大廈,"22.3651562,114.1359253",5.271027699974061e-07
713,Shun Fat Building&信發大廈,"22.4458122,114.024971",1.4084944400014746e-06
714,Booman House&保文大廈,"22.3058567,114.1686935",4.382701537000757e-05
715,Fessenden Court&信達閣,"22.3418465,114.1825104",1.005004921000533e-05
716,Marlborough House&保祿大廈,"22.2679977,114.1893692",0.00015095898492999108
717,Shun Pong Building&信邦大廈,"22.3299084,114.1611938",4.330484499968461e-07
718,Bao Hua Building&保華大廈,"22.3322926,114.1607285",1.2118960400080303e-06
719,Repulse Bay Towers&保華大廈,"22.2385006,114.1972046",2.3278310800302565e-06
720,Shun On Mansion&信安大樓,"22.3344364,114.1968613",7.880890000046031e-07
721,Seymour Place&信怡閣,"22.2807865,114.1505508",9.802445689956663e-06
722,Southorn Mansion&修頓大廈,"22.2767334,114.1713181",3.806169800040622e-06
723,Ewan Court&倚雲閣,"22.2743855,114.1689606",8.223164999982794e-06
724,Southorn Garden&修頓花園,"22.2771969,114.1731415",2.5545289999978303e-08
725,H．Bonaire&倚南,"22.2418575,114.1528549",7.723196259988496e-06
726,Lun May Building&倫美大廈,"22.3397408,114.1549683",1.9515196129995537e-05
727,South Hillcrest&倚嶺南庭,"22.4124069,113.9837112",2.2323870499927954e-06
728,Wai Ching Mansion&偉成大廈,"22.3072491,114.1677399",6.88452280900406e-05
729,Grandeur Gardens&偉景花園,"22.4047871,113.9813614",9.299856769974876e-06
730,Wiseman Building&偉文大廈,"22.2898655,114.1964417",1.054731337998144e-05
731,Kings Court&偉景閣,"22.3073559,114.1680374",6.711874178003216e-05
732,Great Garden&偉景園,"22.4296646,113.9990463",4.977703432001528e-05
733,Viking Court&偉景閣,"22.2879467,114.1391296",1.3836159400208565e-06
734,Grandview Mansions&偉景大廈,"22.2764149,114.1916122",3.7056911049920745e-05
735,Wai King Mansion&偉景大廈,"22.2478008,114.1585312",4.69457533000788e-06
736,Wai King Building&偉景樓,"22.3235931,114.2165298",2.0255490099853116e-06
737,Broadview Garden&偉景花園,"22.3560925,114.103981",4.249999982092276e-12
738,Realfound Mansion&倫輝樓,"22.217741,114.2132034",4.3770581000047875e-07
739,Wai Tak Building&偉德大廈,"22.279626800000006,114.1807632",4.170799460021217e-06
740,Wai Lun Mansion&偉倫大樓,"22.2773304,114.1714096",3.090798050004151e-06
741,Wai Tak House&偉德樓,"22.2984371,114.1733551",8.149250000615945e-08
742,Welland Building&偉利大廈,"22.2858353,114.1490936",1.6259944000187082e-07
743,Wyler Gardens&偉恒昌新邨,"22.3180466,114.1916122",1.9832988099977947e-05
744,Willie Building&偉利大廈,"22.2861843,114.152832",2.588929999848948e-08
745,Willie Court&偉利閣,"22.3070202,114.1679459",6.383250079998344e-05
746,Wai Kee House&偉基樓,"22.3194752,114.1715012",1.66205799999665e-07
747,Wai On Building&偉安大廈,"22.3031979,114.1684113",2.4683591779949907e-05
748,Wai Ching Court&偉晴閣,"22.3065605,114.1676025",6.207004197003675e-05
749,Wai Wah Centre&偉華中心,"22.3808289,114.1870804",1.7905021000290138e-07
750,Wai Yip Building&偉業大廈,"22.3077335,114.1678543",6.619021983993464e-05
751,Wai Yue Building&偉裕樓,"22.2858524,114.146965",4.54108678599875e-05
752,Wai Yip Building&偉業樓,"22.3291187,114.1648102",1.3444262530059272e-05
753,Wai Yin Building&偉賢樓,"22.3665771,114.1353455",7.024417000007645e-07
754,Wai Yip House&偉業樓,"22.3248158,114.1716385",3.0948332200042015e-06
755,Wai Wing Building&偉榮洋樓,"22.2892818,114.19764709999998",2.1020558889883143e-05
756,Wai Fat Building&偉發大廈,"22.4440308,114.0328293",1.8277116999821265e-07
757,Wai Fat Building&偉發樓,"22.2826042,114.1519623",3.2056235300191047e-06
758,Welcome Gardens&偉錦園,"22.3425083,114.1806717",1.1143172199979738e-05
759,8 LaSalle&傲名,"22.3266354,114.1820831",7.647089273003545e-05
760,Edmunds Mansion&偉雄大廈,"22.3259659,114.1695938",1.1888775649985549e-05
761,Villa Luceren&傲山村,"22.2682858,114.18572240000002",0.0001097204877000869
762,Kings Garden&健園,"22.2818241,114.143959",6.563081962002176e-05
763,Axis&傲形,"22.3101578,114.1874466",7.69239112000967e-06
764,Kinga Court&健基閣,"22.3286629,114.1590652",5.921241300001918e-06
765,Healthy Gardens&健威花園,"22.2916679,114.2039337",9.869717299885763e-07
766,Healthy Village&健康村,"22.2909737,114.2068024",9.359402529991243e-05
767,Kin Lee Building&健理樓,"22.3205853,114.1645203",1.7550009999252652e-07
768,Kiu Wang Mansion&僑宏大廈,"22.3201084,114.1780624",4.250112508996049e-05
769,Kiu Yip Building&僑業大廈,"22.2995777,114.1732635",2.826459400000521e-07
770,Kiu Hong Mansion&僑康大廈,"22.2784328,114.1799088",7.406653000439326e-08
771,Kiu Yip Mansion&僑業大廈,"22.3139153,114.2264633",4.804649460009074e-06
772,Kiu Kin Mansion&僑建大廈,"22.3148689,114.17057040000002",4.557974500049696e-07
773,Kiu Shing Building&僑成大樓,"22.2870941,114.1414948",1.045548250000367e-06
774,Kiu Ming Mansion&僑明大廈,"22.3220749,114.1703644",1.8011437699847116e-06
775,Kiu Sen Court&僑星大廈,"22.2816525,114.1435165",6.257346925013313e-05
776,Ngou Lam Villa&傲林軒,"22.2462387,114.1789322",0.000557693165140213
777,Kiu Wai Mansion&僑偉大廈,"22.3109779,114.1850128",1.62328891300152e-05
778,OPUS HONG KONG&傲璇,"22.2692871,114.1741409",3.583985764998941e-05
779,Kiu Kwan Mansion&僑冠大廈,"22.291296,114.1993866",9.472760099993496e-07
780,The Sail at Victoria&傲翔灣畔,"22.2811203,114.1204071",8.526283880017888e-05
781,Overseas Court&僑園,"22.3267097,114.17953490000002",6.442569625020184e-05
782,Sky Tower&傲雲峰,"22.3239784,114.1898804",4.291492340009723e-06
783,Dragon Pride&傲龍軒,"22.2830448,114.1935959",3.221852525000104e-05
784,Cheung Tak Mansion&傳德樓,"22.3735962,114.1118393",7.95288068999261e-06
785,Command Tower&僑民大廈,"22.2433472,114.1541977",8.754527240008215e-06
786,Gain Yu Building&僑裕大廈,"22.29216,114.1977081",3.8959324999861104e-07
787,Kiu Kwong Mansion&僑港大廈,"22.2871399,114.1486969",9.813928099987064e-07
788,Kiu Yu Mansion&僑裕大廈,"22.315771100000006,114.1898727",3.832822799991778e-05
789,Kiu Fat Building&僑發大廈,"22.2866077,114.14640049999998",5.299161860013077e-05
790,Kiu Fung Mansion&僑豐大廈,"22.3026085,114.1754684",1.2594302100049376e-06
791,Kiu Fat Mansion&僑發大廈,"22.3155384,114.190239",4.168962969999096e-05
792,Kiu Shing Building&僑盛大廈,"22.3200302,114.1888504",4.059482499988475e-06
793,Kiu Hing Mansion&僑興大廈,"22.282760600000003,114.1927032",6.100000028883551e-13
794,Kiu Fung Villa&僑豐山莊,"22.4722099,114.2286987",1.1468153889962416e-05
795,Gold Reserved Court&儲金閣,"22.4471626,114.1678543",1.800178899980074e-07
796,Kiu Fai Building&僑輝大廈,"22.3344955,114.1623764",8.685587599891183e-07
797,Un On Building&元安大廈,"22.3344975,114.1607056",5.932312400077338e-07
798,Kiu Fai Mansion&僑輝大廈,"22.2913818,114.19995120000002",1.8525356998664123e-07
799,Yick Lee Building&億利樓,"22.398838,113.9762955",3.203125000043911e-08
800,Yick Fung Building&億豐樓,"22.2875576,114.1456909",2.7370751330112438e-05
801,Kim Tak Building&儉德大廈,"22.3068027,114.17168429999998",3.675543145005768e-05
802,Yuen San Building&元新大廈,"22.4439449,114.0312881",3.2599484999979966e-07
803,Villa Serene&兆和軒,"22.2816219,114.1533508",4.749864999946922e-08
804,Yuen Cheong Court&元昌閣,"22.332183800000006,114.163208",1.00707322001459e-06
805,Silvervale Mansion&兆威閣,"22.2756634,114.1734085",2.9182384399936654e-06
806,Yuen Long Plaza&元朗廣場,"22.4447384,114.0239029",2.3203129999908886e-08
807,Siu On Garden&兆安花園,"22.4138756,113.9694672",3.128816213002573e-05
808,Hang Lung Bank Building&元朗恆隆銀行大廈,"22.4442062,114.0294952",3.5998580000766064e-08
809,Yuen Fat House&元發樓,"22.4449387,114.0260849",3.3618325000038907e-07
810,Yuen Tat Building&元達樓,"22.4428425,114.0245743",3.951164739991629e-06
811,On Dick Building&安迪樓,"22.4487896,114.1656952",6.547896130002149e-06
812,On Lai Building&安麗大廈,"22.4010639,113.9776917",3.799329999906659e-08
813,Andes Plaza&安達中心,"22.2870674,114.1418839",1.1552815300000518e-06
814,Sung Tak Mansion&宋德樓,"22.2871552,114.21184540000002",8.596916000332776e-07
815,On Tat Building&安達大廈,"22.3446064,114.19788359999998",6.724309940085587e-06
816,Wang Kwong Building&宏光樓,"22.3258419,114.2149124",1.756065376995858e-05
817,Anson House&安順大廈,"22.2972031,114.1714554",1.6251529999938272e-07
818,On Sheung Building&安順大廈,"22.3295135,114.1623077",1.3388193999832637e-07
819,On Shun Building&安順大廈,"22.316143,114.22415159999998",5.022592359962565e-06
820,Wun Fat Building&宏發大廈,"22.4484024,114.164978",3.776473159967603e-06
821,Wan Wah Mansion&宏華閣,"22.2888298,114.1921539",5.077882000045906e-08
822,Wang Fung Building&宏豐大廈,"22.444004100000004,114.0309143",3.6782810000440004e-07
823,Tivoli Garden&宏福花園,"22.3474865,114.1023178",3.516273284008066e-05
824,Wang Fuk Court&宏福苑,"22.4469318,114.1754379",4.2871074500154886e-06
825,West Grand Court&宏立閣,"22.2866745,114.1385574",7.547743400043161e-07
826,Wang Wah Mansion&宏華大廈,"22.3329277,114.1612625",5.261252499897222e-07
827,Wan Kee Building&宏基大廈,"22.4489746,114.16397859999998",1.3413633219886443e-05
828,Grandview Building&宏景樓,"22.3184433,114.1711273",1.001650179988885e-06
829,Wang Gee Mansion&宏基大廈,"22.2777042,114.1759567",2.0507040499810034e-06
830,Grand View Garden&宏景花園,"22.3411503,114.2080078",6.0152829530133816e-05
831,Wang Kee Building&宏基樓,"22.3233604,114.20561979999998",5.965125219995732e-05
832,Wang Yip Building&宏業大樓,"22.3163452,114.225563",1.1628961639974357e-05
833,Wang On Building&宏安大廈,"22.3197098,114.1702957",1.748499999989754e-07
834,Walton Estate&宏德居,"22.2639484,114.23992920000002",7.420817001224691e-08
835,Wang Tak House&宏德樓,"22.3268452,114.164299",2.017727125001373e-05
836,Wang Fai Mansion&宏輝大廈,"22.2886124,114.192215",2.4999999873762136e-13
837,Goodview Garden&定邦花園,"22.314146,114.2781067",9.348426280991554e-05
838,Kwun Chung Building&官涌大樓,"22.3045216,114.1682968",3.5212081640027334e-05
839,Yi Wo Building&宜和樓,"22.367363,114.1393661",2.50035490008649e-07
840,Yee On Centre&宜安中心,"22.3152523,114.2233734",4.232680399926629e-07
841,Honour Building&定安大廈,"22.3171883,114.1902008",2.320148616998279e-05
842,Ting On Building&定安樓,"22.3169785,114.2163162",8.995814690000247e-06
843,Ting Fook Villas&定福花園,"22.4541035,114.0255814",2.060008850000092e-05
844,Ting Hing Building&定興大廈,"22.3171463,114.21608729999998",7.973442980002762e-06
845,Yee On Mansion&宜安大廈,"22.2912922,114.1969299",1.2290768410026458e-05
846,Kathys Court&家利閣,"22.3172531,114.215889",7.426066610012884e-06
847,Yee On Building(Yee On St.)&宜安大廈(宜安街),"22.315239,114.2223587",9.447142899960955e-07
848,Grace Mansion&家安大廈,"22.2868137,114.1374588",5.755060899997535e-07
849,East Sun Mansion&宜新大廈,"22.2794228,114.15103909999998",1.1597878450105323e-05
850,Ka On Building&家安樓,"22.449167300000006,114.1647568",1.714889985998323e-05
851,Yee Fat Building&宜發大廈,"22.312109,114.1703873",9.808579889990683e-06
852,Yee Fung Building&宜豐大廈,"22.3247089,114.1698303",5.171049699993213e-06
853,Yee Shun Mansion&宜順大廈,"22.2860413,114.1418228",1.190538500013363e-07
854,Swanhill Mansion&宣協大廈,"22.288211800000006,114.19281770000002",2.9738089996485713e-08
855,Dragon Inn Court&容龍居,"22.3807163,113.9810486",1.3587183219960827e-05
856,Fu Lee Loy Mansion&富利來大廈,"22.2884274,114.1917953",5.449999961111462e-12
857,Fu Heng Estate&富亨村,"22.4589615,114.1718063",5.466155400031147e-07
858,Fully Building&富利大廈,"22.2763901,114.174614",3.02262249999744e-06
859,Flatlron Court&富亨閣,"22.3228054,114.1700134",8.803431199965251e-07
860,Court Regence&富匯居,"22.3319607,114.1639328",2.734735250016341e-06
861,Fu Loy Garden&富來花園,"22.4472637,114.0239258",5.6317894900100736e-06
862,Flora Court&富來閣,"22.287063600000003,114.1428757",6.637602050041104e-06
863,Glorious Garden&富健花園,"22.3832035,113.9659119",4.0208065600017785e-06
864,Ka On Garden&家安花園,"22.4434872,114.0129242",8.727070365003486e-05
865,Joyful Building&家興大廈,"22.3766499,114.1059341",2.6867450599799105e-06
866,Ever Wealth Building&家家發大廈,"22.3382397,114.1572876",1.457004519978862e-06
867,Kai Fung Building&家鳳樓,"22.2841473,114.1363907",6.605918720001068e-06
868,Yung Wun Building&容煥樓,"22.3766365,114.1783752",7.1161756900047725e-06
869,Macro Garden&家樂花園,"22.286211,114.1456528",3.000083587998082e-05
870,Gallop Court&家樂閣,"22.263925600000004,114.0016479",2.6744295009931387e-05
871,Ka Wai Chuen&家維村,"22.3087826,114.1869583",1.8217984500065028e-06
872,Regence Royale&富匯豪庭,"22.2744274,114.159256",5.370799120001831e-05
873,Rich Court&富國大廈,"22.2801418,114.151123",8.367122439999344e-06
874,Fu Shin Building&富善大廈,"22.44944,114.1646881",1.7164387250079002e-05
875,Fu Yuen Building&富園大廈,"22.2752895,114.172821",1.2883507599916812e-06
876,Fu Shin Estate (PRH)&富善村,"22.454570800000006,114.1745148",4.591698500089314e-07
877,Fu Shing Court&富城閣,"22.2655811,114.2455063",8.249271559969282e-06
878,Fu Shin Mansion&富善樓,"22.448698,114.1646271",4.79415112998632e-06
879,Full Scene Garden&富善花園,"22.4527569,114.1649017",4.523486500027251e-07
880,Grandway Garden&富嘉花園,"22.3737297,114.1783447",6.673514599972504e-07
881,Fu Ga Building&富基大廈,"22.2859478,114.1339493",3.071188000096163e-08
882,Foo On Building&富安大廈,"22.3165016,114.21671299999998",3.484321780003201e-05
883,Fu Tor Loy Sun Chuen&富多來新村,"22.3197098,114.163147",1.680692000017367e-07
884,Fu On Building&富安大廈,"22.4413452,114.0301666",1.1882998900007e-06
885,Fu Ho Building&富好大樓,"22.442707100000003,114.0279236",9.443257000038446e-08
886,Fu On Mansion&富安大廈,"22.3284378,114.1593094",6.596333650012013e-06
887,Fu Ho Mansion&富好閣,"22.499258,114.1438217",7.836690099990156e-07
888,Fair Way Garden&富威花園,"22.3192768,114.1737747",5.872614249961664e-06
889,Fortune Court&富威閣,"22.3243866,114.166626",2.961621289996753e-06
890,Fu Ning Garden&富寧花園,"22.319603,114.2672729",6.008644100033762e-07
891,Fu On Building&富安樓,"22.2819405,114.2216034",3.9375958500378575e-06
892,Hunity Garden&富寧苑,"22.3301888,114.174614",5.41966131699603e-05
893,Fulland Court&富寧閣,"22.3261585,114.169899",1.3629363249970897e-05
894,Chevalier Garden&富安花園,"22.4036484,114.2254333",0.00011158117000000301
895,Century Court&富安閣,"22.3299427,114.1745224",5.0402209999964917e-05
896,Fu On Court&富安閣,"22.265564,114.2452011",9.987913489968958e-06
897,Wealthy Court&富家閣,"22.2906075,114.2014084",1.2127628899929594e-06
898,Saddle Ridge Garden&富寶花園,"22.4248486,114.239502",4.315113159990146e-06
899,Cheerful Garden&富怡花園,"22.2632618,114.25029750000002",1.5916640499720896e-06
900,Fortune Villa&富山苑,"22.2844009,114.1361008",5.645319130012002e-06
901,Fu Yee Garden&富怡花園,"22.4416485,114.0249405",4.640456480009004e-06
902,Fortune Garden&富怡苑,"22.3300667,114.1740112",5.0100316239946344e-05
903,Fu Hong Building&富康大廈,"22.3221626,114.1884537",1.0703020500099789e-06
904,Beverly Garden&富康花園,"22.3104305,114.2619019",5.007702500051807e-07
905,Everbest Court&富康閣,"22.3303242,114.1733322",5.186979408997918e-05
906,Fu Keung Court&富強苑,"22.3404427,114.1843719",1.432161704006189e-05
907,Fu Ming Court&富明閣,"22.2651711,114.2452011",9.486533799967875e-06
908,Fu King Court&富景閣,"22.2887402,114.1976624",2.0412556650011892e-05
909,Fu King Building&富景大樓,"22.277168300000003,114.2274628",2.1263372999509785e-07
910,Fu King Building&富景樓,"22.4442883,114.0248032",9.042336999973688e-08
911,Grandview Court&富景閣,"22.289875,114.2101898",5.760988839986606e-06
912,Richview Mansion&富景洋樓,"22.3144875,114.1671829",8.524595299968827e-06
913,Full View Garden&富景花園,"22.262149800000003,114.2520523",6.7831932999651e-07
914,Scenic Heights&富景花園,"22.281805,114.14736940000002",3.7981482759777156e-05
915,Faerie Court&富怡閣,"22.3141479,114.1868973",4.5088138579997784e-05
916,Fu Cheong Building&富昌大廈,"22.3109741,114.170105",1.8492777809978204e-05
917,Fu Yee Court&富怡閣,"22.3067341,114.1674118",6.619210034009078e-05
918,Fu Cheong Building&富昌樓,"22.4485569,114.16489409999998",7.379970770055994e-06
919,Fou Ming Building&富明樓,"22.372139,114.1112595",2.9635824999755096e-07
920,Full Hang Court&富恆閣,"22.3103104,114.18745420000002",8.555166280027679e-06
921,Fu Hang Building&富恒大廈,"22.395401,113.9758072",1.4950744999892875e-07
922,Full Yuet Court&富悅閣,"22.3177738,114.1891937",1.7503882849989334e-05
923,Fu Wing Mansion&富榮大廈,"22.504961,114.1295624",7.549674399859215e-07
